time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-21T14:33:44.740Z,32.40875244,-102.110685,9.170532227000002,2.5,ml,30,93,0.04900962534,0.1,tx,tx2023blqw,2023-03-31T19:46:02.040Z,"",earthquake,1.002041999,1.57602832,0.1,19,reviewed,tx,tx
2023-01-21T12:27:36.555Z,31.72345748,-104.5313414,5.977319336,2.5,ml,18,83,0.005554839391,0.2,tx,tx2023blmu,2023-03-31T19:45:59.040Z,"52 km SSW of Whites City, New Mexico",earthquake,1.384873036,0.7417248189,0.1,31,reviewed,tx,tx
2023-01-21T06:08:49.151Z,31.66382044,-104.3832334,7.10847168,2.5,ml,15,57,0.0399435846,0.2,tx,tx2023blaf,2023-03-31T19:45:53.040Z,"56 km S of Whites City, New Mexico",earthquake,0.9707693246,0.8691689723000001,0.1,18,reviewed,tx,tx
2023-01-18T20:53:48.693Z,31.63476374,-104.3991199,6.080151367,2.6,ml,16,64,0.03533601199,0.1,tx,tx2023bgqy,2023-03-31T19:45:16.040Z,"western Texas",earthquake,1.095172337,0.8952681974999999,0.1,24,reviewed,tx,tx
2023-01-18T01:54:23.480Z,31.62533387,-104.4003803,7.596923828000001,2.6,ml,12,64,0.04104167384,0.2,tx,tx2023bffi,2023-03-31T19:45:02.040Z,"61 km S of Whites City, New Mexico",earthquake,1.583097974,1.591859148,0.1,24,reviewed,tx,tx
2023-01-15T20:12:53.243Z,32.00720848,-103.8163168,7.674047852000001,3.3,ml,18,66,0.01531792121,0.2,tx,tx2023bbdb,2023-03-31T19:44:28.040Z,"34 km SE of Malaga, New Mexico",earthquake,0.6269579243,0.8181766811,0.2,10,reviewed,tx,tx
2023-01-15T18:21:38.233Z,31.73814331,-104.2486783,8.085375977,2.5,ml,26,42,0.01848345882,0.3,tx,tx2023bazj,2023-03-31T19:44:28.040Z,"",earthquake,0.6605734626,0.714113205,0.1,13,reviewed,tx,tx
2023-01-15T14:10:32.657Z,31.73307935,-104.2502568,7.005639647999999,2.5,ml,27,40,0.02315401018,0.2,tx,tx2023bard,2023-03-31T19:44:24.040Z,"50 km SSE of Whites City, New Mexico",earthquake,0.8020071621,0.6878979207,0.1,16,reviewed,tx,tx
2023-01-15T02:03:06.891Z,31.69059455,-104.2870927,6.954223633,2.7,ml,28,57,0.02683046995,0.3,tx,tx2023aztd,2023-03-31T19:44:18.040Z,"54 km S of Whites City, New Mexico",earthquake,0.8205125855,0.7398470469,0.1,17,reviewed,tx,tx
2023-01-14T20:25:39.375Z,31.73880063,-104.1118547,7.725463867,2.7,ml,35,34,0.03704160166,0.2,tx,tx2023azhz,2023-03-20T06:03:43.040Z,"48 km W of Mentone, Texas",earthquake,0.5154410596,0.7779894594,0.1,18,reviewed,tx,tx
2023-01-14T17:55:46.849Z,31.61524355,-103.9685593,6.594311523,2.7,ml,19,49,0.004557503601,0.1,tx,tx2023azcx,2023-03-20T06:03:42.040Z,"",earthquake,0.5810994707,0.7118037359,0.2,29,reviewed,tx,tx
2023-01-14T10:27:02.252Z,31.68030272,-104.3930696,7.159887695,2.5,ml,29,56,0.02798550656,0.2,tx,tx2023ayog,2023-03-20T06:03:41.040Z,"54 km S of Whites City, New Mexico",earthquake,0.8140079658,0.7874212993000002,0.1,18,reviewed,tx,tx
2023-01-13T00:43:14.352Z,31.71690389,-104.2668325,7.005639647999999,2.5,ml,22,51,0.04043311367,0.3,tx,tx2023avzm,2023-03-20T06:03:32.040Z,"51 km SSE of Whites City, New Mexico",earthquake,0.8892315777,0.7373408408,0.2,17,reviewed,tx,tx
2023-01-12T11:29:29.300Z,31.68535796,-104.3931148,6.131567383,2.6,ml,30,56,0.044201479,0.3,tx,tx2023auzh,2023-03-20T06:03:28.040Z,"54 km S of Whites City, New Mexico",earthquake,0.9407835555,0.8884965104,0.2,42,reviewed,tx,tx
2023-01-11T19:18:08.104Z,31.58090837,-104.0609072,6.594311523,2.9,ml,24,52,0.04645614325,0.2,tx,tx2023attf,2023-03-20T06:03:23.040Z,"38 km NW of Toyah, Texas",earthquake,0.6395557314,0.6577477335000002,0.2,18,reviewed,tx,tx
2023-01-11T13:12:17.951Z,31.72151906,-104.3043001,7.185595703,2.6,ml,27,62,0.0527266785,0.2,tx,tx2023athd,2023-03-20T06:03:21.040Z,"50 km S of Whites City, New Mexico",earthquake,0.6377617607,0.768085602,0.2,18,reviewed,tx,tx
2023-01-10T16:01:46.672Z,31.67959131,-104.3602233,5.565991211000001,2.5,ml,18,68,0.0655495336,0.2,tx,tx2023arrh,2023-03-20T06:03:14.040Z,"55 km S of Whites City, New Mexico",earthquake,1.089179777,1.3953739030000003,0.2,12,reviewed,tx,tx
2023-01-10T13:09:45.932Z,32.47650146,-102.0206507,9.121622721,2.6,ml,26,47,0.1479816896,0.2,tx,tx2023arlo,2023-03-20T06:03:13.040Z,"28 km SSW of Los Ybanez, Texas",earthquake,1.202336374,2.878937185,0.2,15,reviewed,tx,tx
2023-01-09T23:23:53.094Z,31.67798749,-104.3957406,6.440063477,3.1,ml,30,45,0.02581304079,0.2,tx,tx2023aqki,2023-03-20T06:03:10.040Z,"55 km S of Whites City, New Mexico",earthquake,0.8822422306,0.7136465128,0.1,19,reviewed,tx,tx
2023-01-09T08:45:57.564Z,31.60961496,-104.0029631,9.936352539,2.8,ml,20,87,0.07346481783,0.2,tx,tx2023aphj,2023-03-20T06:03:04.040Z,"38 km NNW of Toyah, Texas",earthquake,0.8998760671,1.007720738,0.2,12,reviewed,tx,tx
2023-01-09T02:02:10.199Z,31.60753993,-103.9702739,8.329602051,2.7,ml,22,51,0.003393529597,0.1,tx,tx2023aoub,2023-03-20T06:03:02.040Z,"36 km NNW of Toyah, Texas",earthquake,0.4395366749,0.5124671577,0.1,12,reviewed,tx,tx
2023-01-08T14:04:46.717Z,31.61160046,-103.9577843,6.028735352,2.5,ml,14,72,0.00947421983,0,tx,tx2023anwk,2023-03-20T06:02:59.040Z,"western Texas",earthquake,0.4586344528,0.7292624840000002,0.2,12,reviewed,tx,tx
2023-01-08T02:27:07.287Z,31.60435823,-103.9589637,7.764025879,2.5,ml,21,55,0.01055174158,0.1,tx,tx2023amzj,2023-03-20T06:02:55.040Z,"35 km NNW of Toyah, Texas",earthquake,0.4096034647,0.4369364806,0.2,16,reviewed,tx,tx
2023-01-06T13:28:04.220Z,31.65838483,-104.2938384,6.131567383,3.4,ml,28,67,0.1032518323,0.2,tx,tx2023akeh,2023-03-11T22:51:42.040Z,"57 km S of Whites City, New Mexico",earthquake,0.7852122285,0.9933989005,0.2,23,reviewed,tx,tx
2023-01-06T13:27:43.959Z,31.65741025,-104.3035189,6.388647461,2.6,ml,49,68,0.1071107296,0.2,tx,tx2023akee,2023-03-11T22:51:42.040Z,"",earthquake,0.6555365065999998,1.1176971099999997,0.1,30,reviewed,tx,tx
2023-01-06T04:32:04.261Z,31.69267064,-104.3632971,7.494091797,2.8,ml,36,56,0.06548556694,0.2,tx,tx2023ajmm,2023-03-11T22:51:41.040Z,"western Texas",earthquake,0.7055026426,0.9938218837000001,0.1,31,reviewed,tx,tx
2023-01-04T11:40:58.781Z,31.60915019,-103.969743,8.638098145,2.9,ml,19,56,0.001733046556,0.1,tx,tx2023agjr,2023-03-11T22:51:39.040Z,"36 km NNW of Toyah, Texas",earthquake,0.4348812819,0.3888630905,0.1,13,reviewed,tx,tx
2023-01-04T11:40:58.776Z,31.606508,-103.969597,8.496704102000002,2.8,ml,20,57,0.004248431428,0.1,tx,tx2023agjq,2023-01-05T22:45:21.397Z,"36 km NNW of Toyah, Texas",earthquake,0.4172662231,0.3702833301,0.2,30,reviewed,tx,tx
2023-01-04T04:54:42.219Z,31.69159742,-104.4890112,6.594311523,3.2,ml,54,77,0.02512323928,0.2,tx,tx2023afwf,2023-03-11T22:51:38.040Z,"54 km S of Whites City, New Mexico",earthquake,0.722095956,0.6086747524,0,6,reviewed,tx,tx
2023-01-03T21:27:27.555Z,31.62432781,-104.1197855,6.080151367,2.7,ml,27,55,0.0464889707,0.2,tx,tx2023afhn,2023-03-11T22:51:37.040Z,"46 km NW of Toyah, Texas",earthquake,0.5957706759,0.541852243,0.3,22,reviewed,tx,tx
2023-01-03T00:27:26.197Z,31.72723056,-104.5184535,5.10324707,2.6,ml,17,100,0.01219018969,0.2,tx,tx2023adrx,2023-03-11T22:51:34.040Z,"western Texas",earthquake,0.7784245507,0.5224746521,0.2,13,reviewed,tx,tx
2023-01-02T09:06:44.837Z,31.68706615,-104.413051,6.080151367,3.2,ml,30,67,0.03489676082,0.2,tx,tx2023acno,2023-03-11T22:51:32.040Z,"54 km S of Whites City, New Mexico",earthquake,0.7667790037,0.7634448844,0.1,24,reviewed,tx,tx
2023-01-02T08:59:01.467Z,31.6774117,-104.4135009,7.005639647999999,2.8,ml,28,69,0.02647706707,0.2,tx,tx2023acnh,2023-03-11T22:51:32.040Z,"55 km S of Whites City, New Mexico",earthquake,0.9835508508,1.113905577,0.1,28,reviewed,tx,tx
2023-01-01T21:23:47.177Z,31.68425514,-104.421101,6.131567383,3.3,ml,35,58,0.005694830054,0.2,tx,tx2023abqj,2023-03-11T22:51:30.040Z,"54 km S of Whites City, New Mexico",earthquake,0.6818347955,0.4618944496,0.2,26,reviewed,tx,tx
2023-01-01T16:28:26.753Z,31.71729206,-104.2797612,7.10847168,2.6,ml,26,62,0.0442252882,0.2,tx,tx2023abgp,2023-03-11T22:51:30.040Z,"western Texas",earthquake,0.6853669093,0.7808513706,0.2,35,reviewed,tx,tx
2022-12-29T10:54:13.605Z,31.60763256,-104.5322869,8.033959961,2.8,ml,53,84,0.06672544782,0.2,tx,tx2022zmfs,2023-03-07T18:59:57.040Z,"64 km SSW of Whites City, New Mexico",earthquake,0.7955365370000002,0.764097797,0,7,reviewed,tx,tx
2022-12-28T09:25:34.984Z,31.73375443,-104.1096701,6.697143555000001,2.5,ml,21,71,0.04129713137,0.1,tx,tx2022zkhg,2023-03-07T18:59:42.040Z,"48 km W of Mentone, Texas",earthquake,0.6709621911,0.6062011322,0.2,16,reviewed,tx,tx
2022-12-27T07:25:29.755Z,31.6090719,-103.9580425,6.671435547,2.9,ml,24,47,0.009354285758,0.1,tx,tx2022zihu,2023-03-07T18:59:52.040Z,"western Texas",earthquake,0.4909716518,0.6022881167,0.2,24,reviewed,tx,tx
2022-12-27T03:12:20.310Z,32.2119,-103.0951,5,3.2,mb_lg,31,81,0.429,0.49,us,us6000jbwi,2023-03-07T18:59:52.040Z,"14 km NE of Jal, New Mexico",earthquake,1,1.965,0.046,125,reviewed,us,us
2022-12-26T11:40:10.432Z,31.71047574,-104.2657066,6.440063477,2.5,ml,14,56,0.03894778155,0.2,tx,tx2022zgus,2023-03-07T18:59:50.040Z,"52 km SSE of Whites City, New Mexico",earthquake,1.004359194,0.9517257618,0.1,11,reviewed,tx,tx
2022-12-25T23:23:09.987Z,31.71440412,-104.0023843,7.725463867,2.6,ml,27,46,0.02994713619,0.2,tx,tx2022zfwj,2023-03-07T18:59:41.040Z,"38 km W of Mentone, Texas",earthquake,0.5134307488,0.5877615161,0.2,40,reviewed,tx,tx
2022-12-23T18:06:33.579Z,31.6065073,-104.1966027,6.131567383,2.8,ml,23,67,0.06674192411,0.1,tx,tx2022zbuy,2023-02-28T23:06:48.040Z,"50 km NW of Toyah, Texas",earthquake,0.6680011971,0.8029555145,0.2,18,reviewed,tx,tx
2022-12-21T12:05:18.686Z,31.64675114,-104.4616556,6.131567383,2.8,ml,40,66,0.03988988506,0.2,tx,tx2022yxsa,2023-02-28T23:06:40.040Z,"59 km S of Whites City, New Mexico",earthquake,0.8893325064,1.028390664,0.1,27,reviewed,tx,tx
2022-12-21T09:12:36.458Z,32.10845947,-102.2007193,7.801066081,3.2,ml,33,48,0.03567926962,0.1,tx,tx2022yxmi,2023-02-28T23:06:39.040Z,"western Texas",earthquake,0.4896940373,0.4942625403,0.3,22,reviewed,tx,tx
2022-12-20T22:59:21.468Z,31.66143017,-104.3234662,7.10847168,2.7,ml,25,77,0.05095963447,0.2,tx,tx2022ywsc,2023-02-28T23:06:37.040Z,"57 km S of Whites City, New Mexico",earthquake,0.7991163621000001,0.8931052658,0.1,21,reviewed,tx,tx
2022-12-19T19:48:00.471Z,31.65878916,-104.3794213,6.080151367,2.8,ml,28,70,0.04493098109,0.2,tx,tx2022yuqg,2023-02-28T23:06:30.040Z,"57 km S of Whites City, New Mexico",earthquake,0.7734514566,0.832030136,0.1,14,reviewed,tx,tx
2022-12-19T14:39:37.006Z,31.65424785,-104.37077,6.131567383,2.8,ml,33,61,0.05227021994,0.2,tx,tx2022yugc,2023-02-28T23:06:30.040Z,"57 km S of Whites City, New Mexico",earthquake,0.7204410847,0.7767911043,0.2,18,reviewed,tx,tx
2022-12-18T17:56:54.745Z,31.64535363,-104.4643329,5.617407227000001,2.9,ml,29,73,0.0296102421,0.2,tx,tx2022ysrc,2023-02-28T23:06:27.040Z,"59 km S of Whites City, New Mexico",earthquake,1.070919743,0.6231832021,0.1,16,reviewed,tx,tx
2022-12-18T16:32:07.825Z,31.66295253,-104.3751518,6.131567383,3,ml,28,62,0.04662208268,0.2,tx,tx2022ysoh,2023-02-28T23:06:27.040Z,"56 km S of Whites City, New Mexico",earthquake,0.8304241138,1.074112781,0.2,17,reviewed,tx,tx
2022-12-18T16:01:40.971Z,31.93267822,-102.012076,10.39326986,3.1,ml,14,78,0.1316940094,0.1,tx,tx2022ysnh,2023-02-28T23:06:27.040Z,"9 km SE of Midland, Texas",earthquake,1.4231267830000003,2.300415645,0.2,22,reviewed,tx,tx
2022-12-18T04:49:35.499Z,31.61890654,-103.9728793,6.388647461,2.6,ml,13,64,0.008913278884,0.1,tx,tx2022yrrc,2023-02-28T23:06:24.040Z,"36 km WSW of Mentone, Texas",earthquake,0.5276352836,0.6864483966,0.2,11,reviewed,tx,tx
2022-12-17T13:19:23.948Z,31.66287523,-104.3121746,7.519799805,2.5,ml,25,67,0.0412406471,0.2,tx,tx2022yqmm,2023-02-28T23:06:22.040Z,"57 km S of Whites City, New Mexico",earthquake,0.9213340211,0.9241355723,0.1,19,reviewed,tx,tx
2022-12-17T04:59:20.157Z,32.1963501,-102.1599895,8.045613607,2.6,ml,18,70,0.06694376115,0.1,tx,tx2022ypvz,2023-02-28T23:06:20.040Z,"22 km NNW of Midland, Texas",earthquake,0.7862249075,1.77167709,0.2,13,reviewed,tx,tx
2022-12-17T04:57:02.094Z,32.20001221,-102.1385528,8.485799154,2.6,ml,22,68,0.07433582111,0.1,tx,tx2022ypvw,2023-02-28T23:06:20.040Z,"23 km NNW of Midland, Texas",earthquake,0.7965887347,1.516370644,0.2,17,reviewed,tx,tx
2022-12-17T03:48:05.171Z,31.61516646,-103.9922299,7.725463867,2.5,ml,21,56,0.02044800019,0.1,tx,tx2022yptp,2023-02-28T23:06:20.040Z,"38 km NNW of Toyah, Texas",earthquake,0.4911438645,0.5379862495,0.1,17,reviewed,tx,tx
2022-12-16T23:38:40.681Z,32.18536377,-102.1342654,6.676147461,3.4,ml,13,67,0.06217784659,0.1,tx,tx2022yplj,2023-02-18T22:04:18.040Z,"21 km NNW of Midland, Texas",earthquake,1.226071829,2.408159996,0.1,10,reviewed,tx,tx
2022-12-16T23:35:27.984Z,32.19085693,-102.1406965,8.192342122,5.2,ml,39,40,0.06509215908,0.2,tx,tx2022yplg,2023-10-20T23:45:34.952Z,"Range Hill, Texas",earthquake,0.7343709297,0.6529054056,0.2,18,reviewed,tx,tx
2022-12-16T08:58:03.404Z,31.67560183,-104.4091776,6.799975586,2.8,ml,21,66,0.02751949541,0.2,tx,tx2022yoii,2023-02-18T22:04:15.040Z,"55 km S of Whites City, New Mexico",earthquake,1.066818193,0.9331855531,0.1,13,reviewed,tx,tx
2022-12-15T23:05:23.218Z,31.62538927,-104.2768996,7.057055663999999,2.5,ml,51,59,0.04740681372,0.2,tx,tx2022ynot,2023-02-18T22:04:14.040Z,"western Texas",earthquake,0.7573503172000001,0.8620124469,0.2,29,reviewed,tx,tx
2022-12-15T20:35:24.734Z,31.60599442,-103.9862703,10.03918457,3,ml,21,61,0.01559875787,0.1,tx,tx2022ynjv,2023-02-18T22:04:14.040Z,"37 km NNW of Toyah, Texas",earthquake,0.5773508383,0.5219309436,0.1,23,reviewed,tx,tx
2022-12-14T15:48:25.255Z,31.71826488,-104.2700743,7.159887695,3,ml,50,52,0.03994336052,0.2,tx,tx2022ylev,2023-02-18T22:04:10.040Z,"51 km S of Whites City, New Mexico",earthquake,0.5939663764,0.6482156847,0.1,14,reviewed,tx,tx
2022-12-14T15:20:16.506Z,31.62581062,-103.9696817,7.982543944999999,3.3,ml,20,78,0.01515309981,0.1,tx,tx2022yldx,2023-02-18T22:04:10.040Z,"36 km WSW of Mentone, Texas",earthquake,0.8852986606999999,0.6272707186,0.1,7,reviewed,tx,tx
2022-12-14T14:55:32.810Z,31.60813939,-103.962342,8.008251953,2.7,ml,27,61,0.00610791596,0.1,tx,tx2022ylda,2023-02-18T22:04:10.040Z,"36 km WSW of Mentone, Texas",earthquake,0.5652175376,0.5822736382,0.2,18,reviewed,tx,tx
2022-12-14T14:21:40.912Z,31.7180484,-104.2676491,7.596923828000001,2.9,ml,40,51,0.03951696274,0.2,tx,tx2022ylbz,2023-02-18T22:04:10.040Z,"51 km SSE of Whites City, New Mexico",earthquake,0.5363368253,0.6829122502,0.1,27,reviewed,tx,tx
2022-12-14T13:50:43.058Z,31.6105518,-103.9624869,7.147033691,3.1,ml,19,69,0.005421658144,0.2,tx,tx2022ylaz,2023-02-18T22:04:10.040Z,"36 km WSW of Mentone, Texas",earthquake,0.463565299,0.4378087659,0.1,13,reviewed,tx,tx
2022-12-14T09:49:45.031Z,31.60232659,-103.9835641,9.936352539,2.6,ml,17,63,0.01510410781,0.1,tx,tx2022ykta,2023-02-18T22:04:09.040Z,"36 km NNW of Toyah, Texas",earthquake,0.6194519066,0.7193074616,0.2,43,reviewed,tx,tx
2022-12-14T03:55:49.853Z,31.51443023,-104.0170221,3.972094727,2.7,ml,39,59,0.03768289547,0.2,tx,tx2022ykhi,2023-02-18T22:04:09.040Z,"30 km NW of Toyah, Texas",earthquake,0.7530520363999998,1.158480161,0.2,24,reviewed,tx,tx
2022-12-12T05:35:47.529Z,31.62378864,-103.9907903,6.941369629000001,2.8,ml,17,52,0.02285739253,0.1,tx,tx2022ygtq,2023-02-18T22:04:05.040Z,"38 km WSW of Mentone, Texas",earthquake,0.349478623,0.4465115812,0.2,18,reviewed,tx,tx
2022-12-11T08:11:46.458Z,31.68128059,-104.3839261,6.131567383,3,ml,50,45,0.03579300668,0.2,tx,tx2022yfdh,2023-02-18T22:04:03.040Z,"54 km S of Whites City, New Mexico",earthquake,0.5487923571,0.5988609186,0,7,reviewed,tx,tx
2022-12-11T07:06:07.774Z,31.68032006,-104.3903779,7.365551758,3.4,ml,48,45,0.03027995393,0.2,tx,tx2022yfbc,2023-02-18T22:04:03.040Z,"54 km S of Whites City, New Mexico",earthquake,0.7165779358,0.8800631076,0,7,reviewed,tx,tx
2022-12-10T21:59:44.845Z,31.62376903,-104.1161505,6.658581543,2.5,ml,57,52,0.04638111376,0.2,tx,tx2022yejc,2023-02-18T22:04:02.040Z,"45 km NW of Toyah, Texas",earthquake,0.5099648537,0.4973889552,0,6,reviewed,tx,tx
2022-12-10T16:14:00.176Z,31.62072795,-104.5326923,6.671435547,2.7,ml,29,86,0.0551424396,0.2,tx,tx2022ydxr,2023-02-18T22:04:01.040Z,"63 km SSW of Whites City, New Mexico",earthquake,1.341108631,0.8967199615,0.1,20,reviewed,tx,tx
2022-12-10T06:13:13.480Z,31.61581119,-104.3045324,4.717626953,2.7,ml,38,72,0.06530913452,0.2,tx,tx2022yddw,2023-02-18T22:04:00.040Z,"58 km NW of Toyah, Texas",earthquake,0.8047881517999999,0.9434236044,0.2,22,reviewed,tx,tx
2022-12-09T17:01:05.518Z,31.68127027,-104.3855411,6.491479492,2.5,ml,36,56,0.03441658057,0.2,tx,tx2022ycdt,2023-02-11T23:03:00.040Z,"",earthquake,0.6183606596999999,0.6630266578000001,0.1,24,reviewed,tx,tx
2022-12-08T17:12:21.275Z,31.73456842,-104.1073856,7.301281738,2.5,ml,38,33,0.04215242657,0.2,tx,tx2022yaip,2023-02-11T23:03:01.040Z,"48 km W of Mentone, Texas",earthquake,0.401581969,0.5211848576,0.1,18,reviewed,tx,tx
2022-12-08T13:53:06.528Z,31.51047843,-104.0296311,2.146826172,2.5,ml,21,65,0.0321428189,0.2,tx,tx2022yabz,2023-02-11T23:03:00.040Z,"31 km NW of Toyah, Texas",earthquake,1.19821529,1.228453114,0.1,12,reviewed,tx,tx
2022-12-08T08:40:05.748Z,31.61420308,-103.9705722,8.535266113,3.2,ml,32,49,0.003807387259,0.1,tx,tx2022xzrs,2023-02-11T23:03:15.040Z,"36 km WSW of Mentone, Texas",earthquake,0.3746337643,0.3984760504,0.1,19,reviewed,tx,tx
2022-12-08T08:23:33.865Z,31.61894129,-103.9972239,8.715222168,2.8,ml,21,54,0.01753806074,0.1,tx,tx2022xzrd,2023-02-11T23:03:00.040Z,"38 km NNW of Toyah, Texas",earthquake,0.5012583345,0.4073639377,0.2,16,reviewed,tx,tx
2022-12-07T02:30:13.091Z,31.71139301,-104.1763164,7.828295898,3.4,ml,36,55,0.05099878044,0.1,tx,tx2022xxjz,2023-02-11T23:03:13.040Z,"54 km W of Mentone, Texas",earthquake,0.4487957486,0.8177244995,0.1,7,reviewed,tx,tx
2022-12-06T16:00:04.556Z,31.73859713,-104.2497591,7.005639647999999,2.8,ml,39,38,0.05658844213,0.2,tx,tx2022xwpf,2023-02-11T23:03:11.040Z,"49 km SSE of Whites City, New Mexico",earthquake,0.5171916866,0.798510944,0,6,reviewed,tx,tx
2022-12-06T00:44:01.486Z,31.73638956,-104.1114364,6.941369629000001,2.6,ml,40,34,0.03858887097,0.2,tx,tx2022xvkz,2023-02-11T23:03:09.040Z,"48 km W of Mentone, Texas",earthquake,0.3741292367,0.554262611,0.1,23,reviewed,tx,tx
2022-12-05T19:28:21.798Z,31.73591729,-104.1143963,7.738317870999999,3,ml,49,35,0.03675351113,0.2,tx,tx2022xvap,2023-02-11T23:03:09.040Z,"48 km W of Mentone, Texas",earthquake,0.3775172316,0.6218812686,0,7,reviewed,tx,tx
2022-12-05T18:21:31.523Z,31.73201662,-104.1130264,6.632873535,2.6,ml,29,42,0.04003393832,0.2,tx,tx2022xuyj,2023-02-11T23:03:09.040Z,"48 km W of Mentone, Texas",earthquake,0.576348655,0.5137227667,0.1,14,reviewed,tx,tx
2022-12-05T06:10:38.477Z,31.61394824,-103.9783716,8.278186035,2.7,ml,25,55,0.008757716405,0.1,tx,tx2022xuag,2023-02-11T23:03:07.040Z,"37 km WSW of Mentone, Texas",earthquake,0.4228393916,0.4613452233,0.2,24,reviewed,tx,tx
2022-12-04T15:32:13.020Z,31.61668416,-104.2719908,7.314135742,2.9,ml,30,70,0.0553405118,0.1,tx,tx2022xsxh,2023-02-11T23:03:06.040Z,"56 km NW of Toyah, Texas",earthquake,0.7671333771,0.930907709,0.1,21,reviewed,tx,tx
2022-12-04T07:58:23.567Z,31.66602425,-104.2416858,6.388647461,3.5,ml,21,115,0.02056375059,0.2,tx,tx2022xsii,2023-02-11T23:03:05.040Z,"57 km NW of Toyah, Texas",earthquake,0.7425827941,0.9473958272,0.3,16,reviewed,tx,tx
2022-12-03T17:43:13.388Z,31.60609038,-103.956147,8.445288086,2.5,ml,17,53,0.0117715033,0.1,tx,tx2022xrgc,2023-02-11T23:03:00.040Z,"35 km WSW of Mentone, Texas",earthquake,0.6308559845,0.7863638862,0.2,19,reviewed,tx,tx
2022-12-03T17:26:46.260Z,31.61431841,-104.5293976,6.157275391,3.3,ml,24,84,0.05960420962,0.3,tx,tx2022xrfo,2023-02-11T23:03:04.040Z,"western Texas",earthquake,1.354268866,1.285239867,0.2,17,reviewed,tx,tx
2022-12-03T16:29:58.713Z,31.6097471,-103.9626179,7.828295898,3.2,ml,15,54,0.005393013802,0.1,tx,tx2022xrdr,2023-02-11T23:03:04.040Z,"western Texas",earthquake,0.5055689808,0.6450208283,0.2,12,reviewed,tx,tx
2022-12-03T12:41:32.795Z,31.59215386,-104.5431518,7.288427734,3,ml,23,87,0.08468050506,0.2,tx,tx2022xqwd,2023-02-11T23:03:03.040Z,"66 km SSW of Whites City, New Mexico",earthquake,1.213002589,1.575028004,0.2,15,reviewed,tx,tx
2022-12-03T01:54:44.590Z,31.6093688,-104.5457539,7.365551758,2.6,ml,20,76,0.07065529339,0.2,tx,tx2022xqav,2023-02-11T23:03:02.040Z,"64 km SSW of Whites City, New Mexico",earthquake,1.0978979920000003,1.109316955,0.1,12,reviewed,tx,tx
2022-12-02T23:18:15.997Z,31.62728579,-103.9754721,5.038977051,2.6,ml,14,56,0.0175504282,0.1,tx,tx2022xpvq,2023-02-05T23:26:12.040Z,"36 km WSW of Mentone, Texas",earthquake,0.2643898365,0.3908579877,0.2,10,reviewed,tx,tx
2022-12-02T23:04:14.638Z,31.630724,-103.9781778,4.987561035,2.6,ml,15,51,0.02158120989,0.1,tx,tx2022xpve,2023-02-05T23:26:11.040Z,"36 km WSW of Mentone, Texas",earthquake,0.3366951289,0.4301664847,0.2,19,reviewed,tx,tx
2022-12-02T21:15:10.382Z,31.67545477,-104.4312481,5.10324707,3.2,ml,18,58,0.01929917811,0.2,tx,tx2022xprp,2023-02-05T23:26:10.040Z,"55 km S of Whites City, New Mexico",earthquake,1.02359195,0.8513106422999999,0.1,12,reviewed,tx,tx
2022-12-02T20:00:11.794Z,31.56717435,-104.0468534,6.645727539,2.9,ml,19,89,0.02551649769,0.1,tx,tx2022xppa,2023-02-05T23:26:08.040Z,"36 km NW of Toyah, Texas",earthquake,0.6200197741,0.5431799389,0.1,14,reviewed,tx,tx
2022-12-02T15:31:44.996Z,31.61385453,-103.9717811,8.188208008,2.5,ml,22,54,0.00403470903,0.1,tx,tx2022xpgg,2023-02-05T23:26:06.040Z,"36 km WSW of Mentone, Texas",earthquake,0.5336861635,0.5819484196,0.2,17,reviewed,tx,tx
2022-12-02T14:28:55.341Z,32.4307251,-102.0742426,9.757446289,3,ml,15,53,0.08580811042,0.2,tx,tx2022xpee,2023-02-05T23:26:06.040Z,"35 km SSW of Los Ybanez, Texas",earthquake,0.8847534396,1.557748315,0.2,18,reviewed,tx,tx
2022-12-01T19:14:59.576Z,31.69946955,-104.1708528,6.131567383,2.7,ml,14,69,0.06037789876,0.3,tx,tx2022xnsd,2023-02-05T23:25:53.040Z,"",earthquake,0.9750506642,1.2036179,0.3,11,reviewed,tx,tx
2022-12-01T14:59:49.587Z,31.61479245,-103.9658675,6.697143555000001,2.7,ml,16,68,0.004820225393,0.1,tx,tx2022xnjs,2023-02-05T23:25:50.040Z,"36 km WSW of Mentone, Texas",earthquake,0.4932795865,0.6330460466,0.3,12,reviewed,tx,tx
2022-11-30T04:33:53.415Z,31.60971654,-103.9723007,7.622631836000001,2.5,ml,14,65,0.04599091187,0.1,tx,tx2022xkto,2023-02-05T23:25:28.040Z,"36 km NNW of Toyah, Texas",earthquake,0.7417939494999999,1.186086862,0.1,11,reviewed,tx,tx
2022-11-30T03:18:29.548Z,31.64266733,-104.2259089,8.445288086,2.9,ml,36,66,0.04410385098,0.2,tx,tx2022xkrb,2023-02-05T23:25:26.040Z,"54 km NW of Toyah, Texas",earthquake,0.7074012672,1.10483081,0.2,26,reviewed,tx,tx
